SKU,Product_Name,Parent,Category,Sub_Category,Phone_Model,Base_units_per_mo,ASP,Oct_units,Oct_gross_rev,Nov_units,Nov_gross_rev,COGS,Oct_COGS_value,Oct_margin,Oct_margin_%,Mapped,Sold_in_Sep_HPS,In_inventory_7Sep,In_team_plan,event_dependent,lifecycle
STRD-3-0-ZEBR-WAVE-DOB-AP-IPH16PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 16,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-ZEBR-WAVE-DOB-AP-IPH16PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 16,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-ZEBR-WAVE-DOB-AP-IPH15PROMAX,DailyObjects Zebra Waves Stride 3.0 MagSafe Case Cover For iPhone 15 Pro Max,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro Max,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-ZEBR-WAVE-DOB-AP-IPH15PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-ZEBR-WAVE-DOB-AP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-YOUR-AIRN-DOB-AP-IPH16PRO,DailyObjects Your-Airness Stride 3.0 MagSafe Case Cover For iPhone 16 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16 Pro,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-2-0-POPSCLLTR-AP-IPH17E,,Stride 2.0,Cases And Sleeves,Cases And Sleeves,iPhone 17,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-YOUR-AIRN-DOB-AP-IPH16,DailyObjects Your-Airness Stride 3.0 MagSafe Case Cover For iPhone 16,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,False,False,True,Continue (active Jul/Aug26)
STRD-3-0-OVERSRS-AP-IPH15,DailyObjects Overseers Stride 3.0 MagSafe Case Cover for iPhone 15,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-THE-DRIF-AP-IPH15PROMAX,The Drifters Stride 3.0 MagSafe Case Cover For iPhone 15 Pro Max,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro Max,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,True,Continue (active Jul/Aug26)
STRD-3-0-BE-YOU-TIF-DOB-AP-IPH16PROMAX,DailyObjects Be You Tiful Stride 3.0 MagSafe Case Cover For iPhone 16 Pro Max,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16 Pro Max,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-BE-YOU-TIF-DOB-AP-IPH16PRO,DailyObjects Be You Tiful Stride 3.0 MagSafe Case Cover For iPhone 16 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16 Pro,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-BE-YOU-TIF-DOB-AP-IPH15PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-DURB-DOB-AP-IPH16E,,STRD-3-0-DURB-DOB-AP-IPH16E,Cases And Sleeves,Cases And Sleeves,,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-DON-DA-DOB-AP-IPH15PROMAX,DailyObjects Don-Da Stride 3.0 MagSafe Case Cover For iPhone 15 Pro Max,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro Max,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-DON-DA-DOB-AP-IPH115PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-ANTI-SOCI-BAB-AP-IPH15PRO,DailyObjects Anti Social Babe Stride 3.0 MagSafe Case Cover For iPhone 15 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-PAW-CODE-AP-IPH115PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-PIXE-BOY-199-AP-IPH16,DailyObjects Pixel Boy 1990 Stride 3.0 MagSafe Case Cover For iPhone 16,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,False,False,True,Continue (active Jul/Aug26)
STRD-3-0-PIXE-BOY-199-AP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-PAPE-TRAI-AP-IPH16PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 16,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-PISCES-DOB-AP-IPH16PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 16,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-PAW-CODE-AP-IPH13,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 13,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-CHAN-OPE-HANP-AP-IPH16,DailyObjects Chandigarh Open hand Postcard Stride 3.0 MagSafe Case Cover For iPhone 16,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-CHAN-CITY-TAG-AP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-NO-SIGN-6-DOB-AP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-NO-SIGN-DOB-AP-IPH14,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-BREE-THRO-SS-GLS26PLS,,STRD-3-0-BREE-THRO-SS-GLS26PLS,Cases And Sleeves,Cases And Sleeves,,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-BIL-MATC-DOB-AP-IPH16E,DailyObjects Billi Matchbox Stride 3.0 MagSafe Case Cover For iPhone 16e,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16e,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-BLOO-BLIS-AP-IPH15PRO,DailyObjects Bloom Bliss Stride 3.0 MagSafe Case Cover For iPhone 15 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-BLOO-BLIS-AP-IPH14,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-CAPRIC-DOB-AP-IPH16,DailyObjects Capricorn Stride 3.0 MagSafe Case Cover For iPhone 16,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-NO-INTE-DOB-AP-IPH15PROMAX,DailyObjects No Internet Stride 3.0 MagSafe Case Cover For iPhone 15 Pro Max,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro Max,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-COPI-DOB-AP-IPH15PRO,DailyObjects Coping Stride 3.0 MagSafe Case Cover For iPhone 15 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-JET-RANG-AP-IPH13PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 13,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GIRL-POWE-BAB-AP-IPH15,DailyObjects Girl Power Babe Stride 3.0 MagSafe Case Cover For iPhone 15,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-FORE-VIBE-DOB-AP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-NO-INTE-DOB-AP-IPH15,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-NO-SIGN-6-DOB-AP-IPH15,DailyObjects Wallpaper Unavailable Stride 3.0 MagSafe Case Cover For iPhone 15,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-NO-INTE-DOB-AP-IPH13,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 13,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-NO-CAP-AP-IPH15,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-NO-CAP-AP-IPH14PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-NOT-TODA-DOB-AP-IPH14PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-NO-INTE-DOB-AP-IPH14,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-YOUR-AIRN-DOB-AP-IPH15PRO,DailyObjects Your-Airness Stride 3.0 MagSafe Case Cover For iPhone 15 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GET-ME-A-DEC-AP-IPH16PRO,DailyObjects Get Me A Deck Stride 3.0 MagSafe Case Cover For iPhone 16 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16 Pro,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GET-ME-A-DEC-AP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-FOR-THE-PLOT-AP-IPH15PROMAX,,STRD-3-0-FOR-THE-PLOT-AP-IPH15PROMAX,Cases And Sleeves,Cases And Sleeves,,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-K3-BATT-OF-TIME-AP-IPH15PRO,DailyObjects K3 Battle of Time Stride 3.0 MagSafe Case Cover For iPhone 15 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-SPAC-RIDE-AP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-STA-BOY-DOB-AP-IPH16,DailyObjects Sta Boy Stride 3.0 MagSafe Case Cover For iPhone 16,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-SUPE-DOG-AP-IPH16PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 16,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-2-0-BAO-AP-IPH17E,,Stride 2.0,Cases And Sleeves,Cases And Sleeves,iPhone 17,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-TAURUS-DOB-AP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-KRIS-SWIN-FRI-AP-IPH13PROMAX,DailyObjects Krishan Swing Friends Stride 3.0 MagSafe Case Cover For iPhone 13 Pro Max,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 13 Pro Max,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-LULU-AP-IPH16,DailyObjects Delulu Stride 3.0 MagSafe Case Cover For iPhone 16,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-LOVE-LIFE-MEOW-AP-IPH15,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-LOV-BIRD-MATC-AP-IPH15PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-LOCKHRT-AP-IPH16PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 16,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-LOAD-DIAL-DOB-SS-GLS26ULTRA,DailyObjects Loading Dialog Stride 3.0 Magnetic Case Cover For Samsung Galaxy S26 Ultra,Stride 3.0,Cases And Sleeves,Designer Cases,Galaxy S26 Ultra,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-PAPE-TRAI-AP-IPH16,DailyObjects Paper Trail Stride 3.0 MagSafe Case Cover For iPhone 16,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-VIRGO-DOB-AP-IPH15PROMAX,DailyObjects Virgo Stride 3.0 MagSafe Case Cover For iPhone 15 Pro Max,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro Max,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-DAF-PNK-DOB-AP-IPH114PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-CURI-CAT-AP-IPH16PRO,DailyObjects Curious Cat Stride 3.0 MagSafe Case Cover For iPhone 16 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16 Pro,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-CURI-CAT-AP-IPH15,DailyObjects Curious Cat Stride 3.0 MagSafe Case Cover For iPhone 15,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,True,Continue (active Jul/Aug26)
STRD-3-0-CURI-CAT-AP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-2-0-GLAM-NO-DAM-DOB-AP-IPH17E,,Stride 2.0,Cases And Sleeves,Cases And Sleeves,iPhone 17,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-MAIN-CHAR-ENE-AP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-CHRO-MIX-TAPE-AP-IPH16PROMAX,DailyObjects Chrome Mix Tape Stride 3.0 MagSafe Case Cover For iPhone 16 Pro Max,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16 Pro Max,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-CHRO-MIX-TAPE-AP-IPH15,DailyObjects Chrome Mix Tape Stride 3.0 MagSafe Case Cover For iPhone 15,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,True,Continue (active Jul/Aug26)
STRD-3-0-UFFF-AP-IPH16PRO,DailyObjects UFFFF! Stride 3.0 MagSafe Case Cover For iPhone 16 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16 Pro,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-UNIQ-DOB-AP-IPH14,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-UMR-JAAN-MATC-AP-IPH14,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-LOAD-DIAL-DOB-AP-IPH13,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 13,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-TOAD-TRAP-AP-IPH15,DailyObjects Toad Trap Stride 3.0 MagSafe Case Cover For iPhone 15,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,True,Continue (active Jul/Aug26)
STRD-3-0-WOOF-TRI-AP-IPH14PROMAX,DailyObjects Woof Tribe Stride 3.0 MagSafe Case Cover For iPhone 14 Pro Max,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 14 Pro Max,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-WOOF-TRI-AP-IPH13PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 13,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-THE-STAKEAP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-THE-PINK-PARA-AP-IPH16PLS,The Pink Parade Stride 3.0 MagSafe Case Cover For iPhone 16 Plus,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16 Plus,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-THE-PINK-PARA-AP-IPH15PROMAX,The Pink Parade Stride 3.0 MagSafe Case Cover For iPhone 15 Pro Max,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro Max,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-STA-BOY-DOB-AP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-DEAR-DRAG-AP-IPH15PROMAX,DailyObjects Dear Dragon Stride 3.0 MagSafe Case Cover For iPhone 15 Pro Max,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro Max,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-DEAR-DRAG-AP-IPH14,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-DEAR-DRAG-AP-IPH13PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 13,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-DEAR-DRAG-AP-IPH115PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-STAR-NIGH-AP-IPH16PRO,Starry Night Stride 3.0 MagSafe Case Cover For iPhone 16 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16 Pro,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-DO-NOT-TOUC-AP-IPH14,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-DO-NOT-TOUC-AP-IPH13PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 13,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-DO-AAKH-MATC-AP-IPH115PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-TAURUS-DOB-AP-IPH115PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-TEL-MATC-DOB-SS-GLS26,,STRD-3-0-TEL-MATC-DOB-SS-GLS26,Cases And Sleeves,Cases And Sleeves,,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-THE-ABBY-DOB-AP-IPH15PRO,DailyObjects The Abby Stride 3.0 MagSafe Case Cover For iPhone 15 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-THE-ABBY-DOB-AP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-TAURUS-DOB-AP-IPH16PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 16,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-TEL-MATC-DOB-AP-IPH13PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 13,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-TECHNIC-AP-IPH16,DailyObjects Technicolour Stride 3.0 MagSafe Case Cover For iPhone 16,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-KRIS-SWIN-FRI-AP-IPH115PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-STAY-OFFL-DOB-AP-IPH13,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 13,1.0,899.0,2,1158.2025598762186,2,963.2266472925204,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
