SKU,parent,cat,gross,units,deliv,days,is_mapped,base_gross,base_units,asp,cat_base,f_oct,f_nov,oct_gross,nov_gross,oct_units,nov_units,Sold_in_event,In_inventory_7Sep,In_projection_sheet,COGS,Product_Name,Phone_Model,Sub_Category,Brand,sep_hps_gross,oct_cogs_value,nov_cogs_value,oct_margin,oct_margin_pct,lifecycle,event_ratio,event_dependent
STRD-3-0-MUMB-SEA-LINP-AP-IPH13PROMAX,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,False,False,,,iPhone 13,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-MUMB-SEA-LINP-AP-IPH14PRO,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,False,False,,,iPhone 14,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-MUMB-SEA-LINP-AP-IPH14PROMAX,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,False,False,,,iPhone 14,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-MUMB-SEA-LINP-AP-IPH15,Stride 3.0,Cases And Sleeves,1798.0,2.0,2.0,2,True,899.0,1.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,1158.2025598762186,963.2266472925204,2,2,True,True,False,,DailyObjects Mumbai Sea Link Postcard Stride 3.0 MagSafe Case Cover For iPhone 15,iPhone 15,Designer Cases,Apple,1198.0,,,,,Continue (active Jul/Aug26),1.3325917686318132,False
STRD-3-0-MUMB-SEA-LINP-AP-IPH15PROMAX,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,True,True,False,,DailyObjects Mumbai Sea Link Postcard Stride 3.0 MagSafe Case Cover For iPhone 15 Pro Max,iPhone 15 Pro Max,Designer Cases,Apple,1797.0,,,,,Continue (active Jul/Aug26),3.9977753058954395,True
STRD-3-0-MUMB-SEA-LINP-AP-IPH16,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,False,False,,,iPhone 16,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-MUMB-SEA-LINP-SS-GLS26,Stride 3.0,Cases And Sleeves,1698.0,2.0,1.0,2,True,849.0,1.0,849.0,34345120.5,1.2883232034218228,1.0714423217936824,1093.7863997051277,909.6545312028364,2,2,True,False,False,,DailyObjects Mumbai Sea Link Postcard Stride 3.0 Magnetic Case Cover For Samsung Galaxy S26,Galaxy S26,Designer Cases,Samsung,499.0,,,,,Continue (active Jul/Aug26),0.5877502944640753,False
STRD-3-0-MYSO-PALPST-AP-IPH15PROMAX,Stride 3.0,Cases And Sleeves,899.0,1.0,0.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,False,False,,,iPhone 15,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-MYSO-PALPST-AP-IPH16PRO,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,False,False,,,iPhone 16,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-MYSO-PALPST-SS-GLS26,STRD-3-0-MYSO-PALPST-SS-GLS26,Cases And Sleeves,899.0,1.0,1.0,1,False,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,False,False,,,,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NAGP-DEE-BOPS-AP-IPH13,Stride 3.0,Cases And Sleeves,899.0,1.0,0.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,True,False,,,iPhone 13,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NEON-HEAR-AP-IPH14PROMAX,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,True,False,,,iPhone 14,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NEON-HEAR-AP-IPH15,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,True,True,False,,Neon Hearts Stride 3.0 MagSafe Case Cover For iPhone 15,iPhone 15,Designer Cases,Apple,1198.0,,,,,Continue (active Jul/Aug26),2.6651835372636263,False
STRD-3-0-NEON-HEAR-AP-IPH16PRO,Stride 3.0,Cases And Sleeves,1299.0,1.0,1.0,1,True,649.5,0.5,1299.0,34345120.5,1.2883232034218228,1.0714423217936824,836.7659206224739,695.9017880049967,1,1,False,False,False,,,iPhone 16,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NEON-HEAR-SS-GLS26,STRD-3-0-NEON-HEAR-SS-GLS26,Cases And Sleeves,1698.0,2.0,2.0,2,False,849.0,1.0,849.0,34345120.5,1.2883232034218228,1.0714423217936824,1093.7863997051277,909.6545312028364,2,2,False,False,False,,,,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NEON-HEAR-SS-GLS26ULTRA,Stride 3.0,Cases And Sleeves,1798.0,2.0,2.0,2,True,899.0,1.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,1158.2025598762186,963.2266472925204,2,2,False,True,False,,,,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-CAP-AP-IPH13PRO,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,False,False,,,iPhone 13,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-CAP-AP-IPH14PRO,STRD-3-0-NO-CAP-AP-IPH14PRO,Cases And Sleeves,899.0,1.0,1.0,1,False,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,False,False,,,,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-CAP-AP-IPH14PROMAX,Stride 3.0,Cases And Sleeves,1798.0,2.0,2.0,2,True,899.0,1.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,1158.2025598762186,963.2266472925204,2,2,False,False,False,,,iPhone 14,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-CAP-AP-IPH15,Stride 3.0,Cases And Sleeves,1798.0,2.0,2.0,2,True,899.0,1.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,1158.2025598762186,963.2266472925204,2,2,False,True,False,,,iPhone 15,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-CAP-AP-IPH15PRO,STRD-3-0-NO-CAP-AP-IPH15PRO,Cases And Sleeves,899.0,1.0,1.0,1,False,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,False,False,,,,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-CAP-AP-IPH16PLS,Stride 3.0,Cases And Sleeves,999.0,1.0,0.0,1,True,499.5,0.5,999.0,34345120.5,1.2883232034218228,1.0714423217936824,643.5174401092005,535.1854397359443,1,1,False,False,False,,,iPhone 16,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-INTE-DOB-AP-IPH13,Stride 3.0,Cases And Sleeves,1798.0,2.0,2.0,2,True,899.0,1.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,1158.2025598762186,963.2266472925204,2,2,False,False,False,,,iPhone 13,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-INTE-DOB-AP-IPH14,Stride 3.0,Cases And Sleeves,1798.0,2.0,2.0,1,True,899.0,1.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,1158.2025598762186,963.2266472925204,2,2,False,False,False,,,iPhone 14,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-INTE-DOB-AP-IPH14PROMAX,Stride 3.0,Cases And Sleeves,5394.0,6.0,5.0,6,True,2697.0,3.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,3474.607679628656,2889.6799418775613,4,4,True,False,False,,DailyObjects No Internet Stride 3.0 MagSafe Case Cover For iPhone 14 Pro Max,iPhone 14 Pro Max,Designer Cases,Apple,499.0,,,,,Continue (active Jul/Aug26),0.1850203930292918,False
STRD-3-0-NO-INTE-DOB-AP-IPH15,Stride 3.0,Cases And Sleeves,1798.0,2.0,1.0,2,True,899.0,1.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,1158.2025598762186,963.2266472925204,2,2,False,True,False,,,,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-INTE-DOB-AP-IPH15PROMAX,Stride 3.0,Cases And Sleeves,1798.0,2.0,2.0,2,True,899.0,1.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,1158.2025598762186,963.2266472925204,2,2,True,False,False,,DailyObjects No Internet Stride 3.0 MagSafe Case Cover For iPhone 15 Pro Max,iPhone 15 Pro Max,Designer Cases,Apple,599.0,,,,,Continue (active Jul/Aug26),0.6662958843159066,False
STRD-3-0-NO-INTE-DOB-AP-IPH16,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,True,False,,,iPhone 16,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-INTE-DOB-AP-IPH16E,STRD-3-0-NO-INTE-DOB-AP-IPH16E,Cases And Sleeves,999.0,1.0,1.0,1,False,499.5,0.5,999.0,34345120.5,1.2883232034218228,1.0714423217936824,643.5174401092005,535.1854397359443,1,1,False,False,False,,,,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-INTE-DOB-AP-IPH16PRO,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,True,True,False,,DailyObjects No Internet Stride 3.0 MagSafe Case Cover For iPhone 16 Pro,iPhone 16 Pro,Designer Cases,Apple,1797.0,,,,,Continue (active Jul/Aug26),3.9977753058954395,True
STRD-3-0-NO-INTE-DOB-AP-IPH16PROMAX,Stride 3.0,Cases And Sleeves,899.0,1.0,0.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,True,False,,,iPhone 16,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-INTE-DOB-SS-GLS26,Stride 3.0,Cases And Sleeves,899.0,1.0,0.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,True,False,False,,DailyObjects No Internet Stride 3.0 Magnetic Case Cover For Samsung Galaxy S26,Galaxy S26,Designer Cases,Samsung,499.0,,,,,Continue (active Jul/Aug26),1.110122358175751,False
STRD-3-0-NO-INTE-DOB-SS-GLS26ULTRA,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,True,True,False,,DailyObjects No Internet Stride 3.0 Magnetic Case Cover For Samsung Galaxy S26 Ultra,Galaxy S26 Ultra,Designer Cases,Samsung,1497.0,,,,,Continue (active Jul/Aug26),3.3303670745272527,True
STRD-3-0-NO-NAZA-AP-IPH15PRO,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,True,True,False,,DailyObjects No Nazar Stride 3.0 MagSafe Case Cover For iPhone 15 Pro,iPhone 15 Pro,Designer Cases,Apple,3594.0,,,,,Continue (active Jul/Aug26),7.995550611790879,True
STRD-3-0-NO-NAZA-AP-IPH15PROMAX,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,True,False,False,,DailyObjects No Nazar Stride 3.0 MagSafe Case Cover For iPhone 15 Pro Max,iPhone 15 Pro Max,Designer Cases,Apple,599.0,,,,,Continue (active Jul/Aug26),1.3325917686318132,False
STRD-3-0-NO-NAZA-AP-IPH16,Stride 3.0,Cases And Sleeves,2697.0,3.0,3.0,3,True,1348.5,1.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,1737.303839814328,1444.8399709387809,2,2,True,False,False,,DailyObjects No Nazar Stride 3.0 MagSafe Case Cover For iPhone 16,iPhone 16,Designer Cases,Apple,1198.0,,,,,Continue (active Jul/Aug26),0.8883945124212087,False
STRD-3-0-NO-NAZA-AP-IPH16PLS,Stride 3.0,Cases And Sleeves,1898.0,2.0,2.0,2,True,949.0,1.0,949.0,34345120.5,1.2883232034218228,1.0714423217936824,1222.6187200473098,1016.7987633822046,2,2,True,True,False,,DailyObjects No Nazar Stride 3.0 MagSafe Case Cover For iPhone 16 Plus,iPhone 16 Plus,Designer Cases,Apple,1198.0,,,,,Continue (active Jul/Aug26),1.262381454162276,False
STRD-3-0-NO-NAZA-AP-IPH16PROMAX,Stride 3.0,Cases And Sleeves,2797.0,3.0,3.0,3,True,1398.5,1.5,932.3333333333334,34345120.5,1.2883232034218228,1.0714423217936824,1801.7199999854192,1498.4120870284648,2,2,True,True,False,,DailyObjects No Nazar Stride 3.0 MagSafe Case Cover For iPhone 16 Pro Max,iPhone 16 Pro Max,Designer Cases,Apple,999.0,,,,,Continue (active Jul/Aug26),0.7143367894172328,False
STRD-3-0-NO-NAZA-SS-GLS26ULTRA,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,True,False,,DailyObjects No Nazar Stride 3.0 Magnetic Case Cover For Samsung Galaxy S26 Ultra,Galaxy S26 Ultra,Designer Cases,Samsung,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-SIGN-6-DOB-AP-IPH13PRO,Stride 3.0,Cases And Sleeves,4495.0,5.0,4.0,5,True,2247.5,2.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,2895.506399690547,2408.066618231301,4,3,False,False,False,,,iPhone 13,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-SIGN-6-DOB-AP-IPH13PROMAX,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,True,False,False,,DailyObjects Wallpaper Unavailable Stride 3.0 MagSafe Case Cover For iPhone 13 Pro Max,iPhone 13 Pro Max,Designer Cases,Apple,499.0,,,,,Continue (active Jul/Aug26),1.110122358175751,False
STRD-3-0-NO-SIGN-6-DOB-AP-IPH14,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,False,False,,,iPhone 14,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-SIGN-6-DOB-AP-IPH14PRO,Stride 3.0,Cases And Sleeves,1798.0,2.0,1.0,2,True,899.0,1.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,1158.2025598762186,963.2266472925204,2,2,False,False,False,,,iPhone 14,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-SIGN-6-DOB-AP-IPH15,Stride 3.0,Cases And Sleeves,1798.0,2.0,1.0,2,True,899.0,1.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,1158.2025598762186,963.2266472925204,2,2,True,True,False,,DailyObjects Wallpaper Unavailable Stride 3.0 MagSafe Case Cover For iPhone 15,iPhone 15,Designer Cases,Apple,1198.0,,,,,Continue (active Jul/Aug26),1.3325917686318132,False
STRD-3-0-NO-SIGN-6-DOB-AP-IPH15PRO,Stride 3.0,Cases And Sleeves,1798.0,2.0,2.0,2,True,899.0,1.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,1158.2025598762186,963.2266472925204,2,2,True,True,False,,DailyObjects Wallpaper Unavailable Stride 3.0 MagSafe Case Cover For iPhone 15 Pro,iPhone 15 Pro,Designer Cases,Apple,4193.0,,,,,Continue (active Jul/Aug26),4.664071190211346,True
STRD-3-0-NO-SIGN-6-DOB-AP-IPH16,Stride 3.0,Cases And Sleeves,3696.0,4.0,2.0,4,True,1848.0,2.0,924.0,34345120.5,1.2883232034218228,1.0714423217936824,2380.8212799235284,1980.025410674725,3,3,True,False,False,,DailyObjects Wallpaper Unavailable Stride 3.0 MagSafe Case Cover For iPhone 16,iPhone 16,Designer Cases,Apple,1198.0,,,,,Continue (active Jul/Aug26),0.6482683982683982,False
STRD-3-0-NO-SIGN-6-DOB-AP-IPH16PRO,Stride 3.0,Cases And Sleeves,1798.0,2.0,1.0,2,True,899.0,1.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,1158.2025598762186,963.2266472925204,2,2,True,True,False,,DailyObjects Wallpaper Unavailable Stride 3.0 MagSafe Case Cover For iPhone 16 Pro,iPhone 16 Pro,Designer Cases,Apple,599.0,,,,,Continue (active Jul/Aug26),0.6662958843159066,False
STRD-3-0-NO-SIGN-6-DOB-AP-IPH16PROMAX,Stride 3.0,Cases And Sleeves,1798.0,2.0,2.0,2,True,899.0,1.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,1158.2025598762186,963.2266472925204,2,2,False,False,False,,,iPhone 16,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-SIGN-6-DOB-SS-GLS26ULTRA,Stride 3.0,Cases And Sleeves,799.0,1.0,1.0,1,True,399.5,0.5,799.0,34345120.5,1.2883232034218228,1.0714423217936824,514.6851197670183,428.0412075565761,1,1,True,True,False,,DailyObjects Wallpaper Unavailable Stride 3.0 Magnetic Case Cover For Samsung Galaxy S26 Ultra,Galaxy S26 Ultra,Designer Cases,Samsung,998.0,,,,,Continue (active Jul/Aug26),2.4981226533166456,False
STRD-3-0-NO-SIGN-DOB-AP-IPH114PLS,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,False,False,,,iPhone 14,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-SIGN-DOB-AP-IPH115PLS,Stride 3.0,Cases And Sleeves,899.0,1.0,0.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,True,False,,,iPhone 15,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-SIGN-DOB-AP-IPH13,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,False,False,,,iPhone 13,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-SIGN-DOB-AP-IPH14,Stride 3.0,Cases And Sleeves,1798.0,2.0,2.0,2,True,899.0,1.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,1158.2025598762186,963.2266472925204,2,2,False,False,False,,,iPhone 14,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-SIGN-DOB-AP-IPH14PRO,Stride 3.0,Cases And Sleeves,1798.0,2.0,2.0,2,True,899.0,1.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,1158.2025598762186,963.2266472925204,2,2,False,False,False,,,iPhone 14,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-SIGN-DOB-AP-IPH14PROMAX,Stride 3.0,Cases And Sleeves,899.0,1.0,0.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,True,False,,,iPhone 14,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-SIGN-DOB-AP-IPH15PRO,Stride 3.0,Cases And Sleeves,899.0,1.0,0.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,True,False,,DailyObjects No Signal Stride 3.0 MagSafe Case Cover For iPhone 15 Pro,iPhone 15 Pro,Designer Cases,Apple,599.0,,,,,Continue (active Jul/Aug26),1.3325917686318132,False
STRD-3-0-NO-SIGN-DOB-AP-IPH16PRO,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,True,True,False,,DailyObjects No Signal Stride 3.0 MagSafe Case Cover For iPhone 16 Pro,iPhone 16 Pro,Designer Cases,Apple,1797.0,,,,,Continue (active Jul/Aug26),3.9977753058954395,True
STRD-3-0-NO-SIGN-DOB-SS-GLS26ULTRA,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,True,True,False,,DailyObjects No Signal Stride 3.0 Magnetic Case Cover For Samsung Galaxy S26 Ultra,Galaxy S26 Ultra,Designer Cases,Samsung,998.0,,,,,Continue (active Jul/Aug26),2.220244716351502,False
STRD-3-0-NO-THAN-DOB-AP-IPH115PLS,Stride 3.0,Cases And Sleeves,899.0,1.0,0.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,False,False,,,iPhone 15,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-THAN-DOB-AP-IPH13PRO,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,False,False,,,iPhone 13,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-THAN-DOB-AP-IPH14,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,False,False,,,iPhone 14,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-THAN-DOB-AP-IPH14PRO,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,False,False,False,,,iPhone 14,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-3-0-NO-THAN-DOB-AP-IPH14PROMAX,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,True,False,False,,DailyObjects No thanks Stride 3.0 MagSafe Case Cover For iPhone 14 Pro Max,iPhone 14 Pro Max,Designer Cases,Apple,499.0,,,,,Continue (active Jul/Aug26),1.110122358175751,False
STRD-3-0-NO-THAN-DOB-AP-IPH15,Stride 3.0,Cases And Sleeves,3596.0,4.0,3.0,4,True,1798.0,2.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,2316.4051197524373,1926.4532945850408,3,3,True,True,False,,DailyObjects No thanks Stride 3.0 MagSafe Case Cover For iPhone 15,iPhone 15,Designer Cases,Apple,6589.0,,,,,Continue (active Jul/Aug26),3.664627363737486,True
STRD-3-0-NO-THAN-DOB-AP-IPH15PRO,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,True,True,False,,DailyObjects No thanks Stride 3.0 MagSafe Case Cover For iPhone 15 Pro,iPhone 15 Pro,Designer Cases,Apple,2396.0,,,,,Continue (active Jul/Aug26),5.330367074527253,True
STRD-3-0-NO-THAN-DOB-AP-IPH15PROMAX,Stride 3.0,Cases And Sleeves,899.0,1.0,1.0,1,True,449.5,0.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,579.1012799381093,481.6133236462602,1,1,True,False,False,,DailyObjects No thanks Stride 3.0 MagSafe Case Cover For iPhone 15 Pro Max,iPhone 15 Pro Max,Designer Cases,Apple,1797.0,,,,,Continue (active Jul/Aug26),3.9977753058954395,True
STRD-3-0-NO-THAN-DOB-AP-IPH16,Stride 3.0,Cases And Sleeves,2697.0,3.0,3.0,2,True,1348.5,1.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,1737.303839814328,1444.8399709387809,2,2,True,False,False,,DailyObjects No thanks Stride 3.0 MagSafe Case Cover For iPhone 16,iPhone 16,Designer Cases,Apple,5990.0,,,,,Continue (active Jul/Aug26),4.441972562106044,True
STRD-3-0-NO-THAN-DOB-AP-IPH16PRO,Stride 3.0,Cases And Sleeves,3696.0,4.0,4.0,4,True,1848.0,2.0,924.0,34345120.5,1.2883232034218228,1.0714423217936824,2380.8212799235284,1980.025410674725,3,3,True,False,False,,DailyObjects No thanks Stride 3.0 MagSafe Case Cover For iPhone 16 Pro,iPhone 16 Pro,Designer Cases,Apple,1198.0,,,,,Continue (active Jul/Aug26),0.6482683982683982,False
STRD-3-0-NO-THAN-DOB-SS-GLS26ULTRA,Stride 3.0,Cases And Sleeves,799.0,1.0,1.0,1,True,399.5,0.5,799.0,34345120.5,1.2883232034218228,1.0714423217936824,514.6851197670183,428.0412075565761,1,1,True,True,False,,DailyObjects No thanks Stride 3.0 Magnetic Case Cover For Samsung Galaxy S26 Ultra,Galaxy S26 Ultra,Designer Cases,Samsung,998.0,,,,,Continue (active Jul/Aug26),2.4981226533166456,False
